ID,Handle,SEO Title,SEO Description
7715767976039,3-8-sharkbite-end-cap,"SharkBite U512LF 3/8"" End Cap","SharkBite 3/8 in. end cap, MPN U512LF. Push-to-connect cap closing off copper, PEX or CPVC for a test or a dead leg; pulls off with a clip."
7715767877735,3-8-x-1-2-sharkbite-reducing-coupling,"SharkBite U009LF 3/8"" x 1/2"" Reducing Coupling","SharkBite 3/8 in. x 1/2 in. reducing coupling, MPN U009LF. Push-to-connect at both sizes, joining copper, PEX or CPVC with no solder, glue or crimp tool."
7716820385895,3-8-x-3-1-2-pex-chrome-sleeve-viega,"Viega 52500 3/8"" x 3-1/2"" PEX Chrome Sleeve","Viega 3/8 x 3-1/2 in. PEX Chrome Sleeve, MPN 52500. Dresses a PEX stub-out left in sight under a fixture, so the run finishes in chrome."
7715532079207,32-oz-arctic-armor-spray-gel,Mill Rose 71028 32 oz Arctic Armor Spray Gel,"Mill Rose Arctic Armor spray gel, 32 oz., MPN 71028. Heat-blocking gel sprayed around a joint to hold heat off framing and finishes while soldering."
7715531522151,4-1-plmb-brsh-1-2x3-4-bagged,"Mill Rose 70264 4-1 PLMB BRSH, 1/2""X3/4"", BAGGED","Mill Rose 4-in-1 plumbing brush, 1/2 in. and 3/4 in., MPN 70264. Cleans tube outside and fitting socket for both sizes, so one tool covers a copper job."
7715700867175,4-so-cd-br-co-plug-cs-pasco,"Pasco 1857 4"" SO CD Br CO Plug - CS","Pasco 4"" SO CD Brass Clean Out Plug - CS Pasco, MPN 1857. Cast brass cleanout plug threading into a cleanout ferrule; brass backs out where steel seizes."
7715532505191,4oz-blue-monster-thread-sealant,Mill Rose 76009 4oz Blue Monster Thread Sealant,"Mill Rose 76009 Blue Monster thread sealant, 4 oz. Blue pigment shows at a glance which threads have been dressed before the fitting is made up."
7715532341351,5-16-x-2-1-4-blue-monster-closet-bolts,"Mill Rose 73065 5/16"" x 2 1/4"" Blue Monster Closet Bolts","Mill Rose 73065 Blue Monster closet bolts, 5/16 inch by 2-1/4 inches. Closet bolts tie the bowl to the flange, so the length has to suit the flange depth."
7715532374119,5-16-x-3-1-2-blue-monster-closet-bolts,"Mill Rose 73070 5/16"" x 3 1/2"" Blue Monster Closet Bolts","Mill Rose 73070 Blue Monster closet bolts, 5/16 inch by 3-1/2 inches. The longer bolt reaches through a thick floor buildup or a stacked flange repair."
7715532210279,6-in-1-cushion-grip-screwdriver,Mill Rose 72151 6-in-1 Cushion Grip Screwdriver,"Mill Rose 6-in-1 cushion grip screwdriver, MPN 72151. Reversible double-ended bits carry six drivers in one handle for service and rough-in work."
7715532177511,6-in-1-ratchet-action-screwdriver,Mill Rose 72148 6-in-1 Ratchet Action Screwdriver,Mill Rose 6-in-1 Ratchet Action Screwdriver. One handle covering six tips is less to carry than a full driver set. MPN 72148.
7715533095015,75-count-10-x-12-blue-monster-scrubbs,"Mill Rose 77095 75 Count, 10"" x 12"" Blue Monster Scrubbs","Mill Rose 75 Count, 10"" X 12"" Blue Monster Scrubbs. Abrasive scrubbing pads handle the cleanup solvent alone will not lift. MPN 77095."
7715532603495,8oz-blue-monster-nickel-based-anti-seize,Mill Rose 76020 8oz Blue Monster Nickel Based Anti-Seize,"Mill Rose 76020 Blue Monster nickel-based anti-seize, 8 oz. Anti-seize keeps threaded parts from welding themselves together under heat and time."
7715532537959,8oz-blue-monster-thread-sealant,Mill Rose 76011 8oz Blue Monster Thread Sealant,"Mill Rose 76011 Blue Monster thread sealant, 8 oz. Non-hardening paste stays soft in the thread, so the joint can be broken later without a fight."
7715532406887,8oz-ptfe-blue-monster-thread-sealant,Mill Rose 76003 8oz PTFE Blue Monster Thread Sealant,"Mill Rose 76003 Blue Monster PTFE thread sealant, 8 oz. Paste sealant fills the spiral gap that tape alone leaves running along a tapered thread."
7715793764455,a1041a-dual-filter-diaphragm-kit-1-6-gpf,Sloan 3301502 A1041A Dual Filter Diaphragm Kit 1.6 GPF,"Sloan A1041A Dual Filter Diaphragm Kit 1.6 GPF. MPN 3301502. The filter keeps grit off the relief valve, the usual reason a flushometer will not shut off."
7715793797223,a1042a-dual-filter-diaphragm-kit-1-0-gpf,Sloan 3301503 A1042A Dual Filter Diaphragm Kit 1.0 GPF,"Sloan A1042A Dual Filter Diaphragm Kit 1.0 GPF. MPN 3301503. Matched to one flush volume, so the rating has to match the valve."
7715793829991,a1043a-dual-filter-diaphragm-kit-0-5-gpf,Sloan 3301504 A1043A Dual Filter Diaphragm Kit 0.5 GPF,Sloan A1043A Dual Filter Diaphragm Kit 0.5 GPF. MPN 3301504. The dual filter keeps grit off the relief valve.
7715793698919,a11-2-bx-rebuild-kt-3-5-cl-exps-boxed,Sloan 3301151 A11 2 -BX Rebuild Kt 3.5 CL EXPS Boxed,"Sloan A11 2 -BX Rebuild Kit 3.5 Closet Exposed boxed. MPN 3301151. Exposed Royal valves rebuild from the top, so the spud joint is never broken."
7715793666151,a1101a-bx-rebuild-kt-1-6-cl-exps-boxed,Sloan 3301150 A1101A-BX Rebuild Kt 1.6 CL EXPS Boxed,"Sloan A1101A-BX Rebuild Kit 1.6 Closet Exposed boxed. MPN 3301150. Matched to one flush volume, so the rating has to match the valve it goes into."
7715793305703,a1101a-rebuild-kit-1-6-closet-royal-exps,Sloan 3301070 A1101A Rebuild Kit 1.6 Closet Royal EXPS,"Sloan A1101A Rebuild Kit 1.6 Closet Royal Exposed. MPN 3301070. Matched to one flush volume, so the rating has to match the valve it goes into."
7715793371239,a1106a-rebuild-kit-0-5-urinal-royal-exps,Sloan 3301073 A1106A Rebuild Kit 0.5 Urinal Royal EXPS,"Sloan A1106A Rebuild Kit 0.5 Urinal Royal Exposed. MPN 3301073. Exposed Royal valves rebuild from the top, so the spud joint is never broken."
7715793731687,a1107a-bx-rebuild-kt-1-0-ur-exps-boxed,Sloan 3301154 A1107A-BX Rebuild Kt 1.0 UR EXPS Boxed,Sloan A1107A-BX Rebuild Kit 1.0 Urinal Exposed boxed. MPN 3301154. A rebuild kit carries the seals and the diaphragm that set the flush volume.
7715793404007,a1107a-rebuild-kit-1-0-urinal-royal-exps,Sloan 3301074 A1107A Rebuild Kit 1.0 Urinal Royal EXPS,Sloan A1107A Rebuild Kit 1.0 Urinal Royal Exposed. MPN 3301074. A rebuild kit carries the seals and the diaphragm that set the flush volume.
7715793469543,a1108a-rebuild-kit-1-5-urinal-royal-exps,Sloan 3301075 A1108A Rebuild Kit 1.5 Urinal Royal EXPS,Sloan A1108A Rebuild Kit 1.5 Urinal Royal Exposed. MPN 3301075. It covers the wear parts; the chrome body stays on the wall.
7715790946407,a50-sloan-wrench,Sloan 0301255 A50 WRENCH,"Sloan A50 wrench, MPN 0301255. Sized for flushometer control stops and outlet couplings, so the chrome is turned without being marred on a service call."
7715478175847,air-pressure-sensor-vfc-150-225-sl-115-115g2-399,"IBC Air Pressure Sensor VFC 150/225, SL 115/115G2/399","IBC Air Pressure Sensor VFC 150/225, SL 115/115G2/399, MPN IBCT-P-9055. Reads air side pressure so the control can prove the fan before light off."
7715477684327,air-pressure-switch-kit-sl-g3,IBC Air Pressure Switch Kit SL G3,"IBC air pressure switch kit SL G3, MPN IBCT-P-337B. Genuine IBC OEM boiler part; match the series and rating plate on the unit before ordering."
7715276226663,anode-rod-alum-3-4-14nptx42lx0-625odw-dielctnip-llc-tube-11622,"Camco 11622 Aluminum Anode Rod Tube, 3/4""-14 NPT x 42""","Camco Anode Rod-Alum 3/4""-14NPTx42""Lx0.625""ODw/DielctNip, LLC(TUBE) 11622. MPN 11622. The rod corrodes in place of the tank lining and is a wear part."
7715399008359,auto-reset-roll-out-switch,DiversiTech PLF170VA Auto Reset Roll Out Switch,"DiversiTech AUTO RESET ROLL OUT SWITCH, MPN PLF170VA. Shuts the burner down if flame rolls out of the heat exchanger, then resets itself once things cool."
7716724801639,b50a-handle-asm-regal-rep-kit-6-pack,Sloan 5302305 B50A Handle ASM Regal Rep Kit (6 Pack),"Sloan B50A Handle Assembly Regal Repair Kit (6 Pack). MPN 5302305. Sold 6 to a pack, which is how these move on a service route."
7715793895527,b51a-triple-seal-handle-repair-kit,Sloan 3302306 B51A Triple Seal Handle Repair Kit,Sloan B51A Triple Seal Handle Repair Kit. MPN 3302306. A worn handle seal shows up as a valve that dribbles between flushes.
7715790979175,b73a-cp-handle-asm-ada-w-a31-packaged,Sloan 0302390 B73A CP Handle ASM ADA w/A31 (Packaged),"Sloan B73A CP Handle Assembly ADA with A31 (packaged). MPN 0302390. The handle is what daily traffic reaches first, and it swaps without draining the line."
7715532701799,blue-monster-drain-banger-1lb,Mill Rose 76055 Blue Monster Drain Banger 1lb.,"Blue Monster Drain Banger drain opener, 1 lb., MPN 76055. Mill Rose drain product for clearing slow and blocked waste lines in sinks, tubs and drains."
7715532767335,blue-monster-drain-banger-2lb,Mill Rose 76057 Blue Monster Drain Banger 2lb.,"Blue Monster Drain Banger drain opener, 2 lb., MPN 76057. Mill Rose drain product for clearing slow and blocked waste lines in sinks, tubs and drains."
7715532734567,blue-monster-whizz-banger-32oz,Mill Rose 76056 Blue Monster Whizz Banger 32oz,"Blue Monster Whizz Banger, 32 oz., MPN 76056. Mill Rose drain product for clearing slow and blocked waste lines in sinks, tubs and drains."
7715533127783,blue-monster-wipes-220-count-9-x-12,"Mill Rose 77100 Blue Monster Wipes - 220 Count 9"" x 12""","Mill Rose Blue Monster Wipes, 220 Count 9"" X 12"". A tub of wipes at the truck keeps hands and fittings clean between joints. MPN 77100."
7715421814887,burr-ridge-1-28gpf-ada-el-1pc-ct-toilet-12-rough-in-white,Gerber G0021187CT Burr Ridge 1.28gpf ADA EL 1pc CT Toilet White,"Gerber G0021187CT Burr Ridge 1.28 GPF ADA Elongated Two-Piece Complete Toilet 12"" Rough-In White. Rough-in is measured from the finished wall to the closet bolts."
7715791437927,cn1002a-repair-kit-closet-piston-w-seat,Sloan 0314016 CN1002A Repair Kit Closet Piston w/Seat,Sloan CN1002A Repair Kit Closet Piston with Seat. MPN 0314016. Piston valves meter the flush by displacement instead of a diaphragm.
7716750688359,commercial-wall-mount-el-bowl-top-spud-cotton,Toto CT708U#01 Commercial Wall Mount EL Bowl Top Spud Cotton,TOTO CT708U#01 Commercial Wall Mount Elongated Bowl Top spud Cotton. Elongated bowls reach about two inches further out than round ones.
7716755177575,commercial-washout-urinal-w-back-spud-cotton,Toto UT104EV#01 Commercial Washout Urinal w/ Back Spud--Cotton,"TOTO UT104EV#01 Commercial Washout Urinal with Back SPUD, COTTON. Washout urinals flush across the face of the bowl rather than siphoning."
7716755144807,commercial-washout-urinal-w-top-spud-cotton,Toto UT104E#01 Commercial Washout Urinal w/ Top Spud--Cotton,"TOTO UT104E#01 Commercial Washout Urinal with Top SPUD, COTTON. Washout urinals flush across the face of the bowl rather than siphoning."
7715532800103,compression-tape-1-x-12-ft-roll,"Mill Rose 76085 Compression Tape - 1"" x 12 ft. Roll","Mill Rose 76085 compression tape, a 1-inch by 12-foot roll. Self-fusing tape bonds to itself rather than to the pipe, so there is no adhesive to let go."
7715478012007,conversion-kit-ng-to-lp-sft-c-199,IBC Conversion Kit - NG to LP (SFT/C 199),"IBC Conversion Kit - NG to LP (SFT/C 199), MPN IBCT-P-802. Fuel conversion is done with the parts in this kit and matched to the boiler model shown."
7715795173479,cr1009a-cp-1-1-4-spud-flange-kit-crown-2,Sloan 3332001 CR1009A CP 1-1/4 Spud Flange Kit Crown 2,"Sloan CR1009A CP 1-1/4 Spud Flange Kit Crown II. MPN 3332001. The spud joint seals with a friction ring, no solvent and no solder."
7715347497063,dearborn-sink-waste-1-5-x-16-eo-sj-20-gauge,Dearborn® 108A-1 Sink Waste 1.5 x 16 EO SJ 20 Gauge,"Dearborn® SINK WASTE 1.5 X 16 EO SJ 20 GAUGE. MPN 108A-1. EO means end outlet and SJ means slip joint, sealed with a nut and washer."
7715531620455,debur-tool-w-3-blades-carded,Mill Rose 70415 Debur Tool w/ 3 Blades - Carded,"Mill Rose deburring tool with three blades, MPN 70415. Reams the burr off the inside of cut copper tube so the fitting seats and flow is not restricted."
7715730522215,decorative-cover-plate-for-t8775-t87k-n,"Resideo 50000066-001/U Decorative Cover Plate for T8775, T87K, N","Resideo Decorative Cover Plate for T8775, T87K,N. MPN 50000066-001/U. Honeywell Home thermostat accessories cross-reference to the Resideo catalog."
7715275604071,dip-tube-48-long-threaded-3-4-x-2-1-2-nipple-llc-25pk-11162,"Camco Dip 11162 Tube 48"" Long, Threaded 3/4"" X 2-1/2"" Nipple,LLC(25Pk)","Camco Dip Tube - 48"" Long, Threaded 3/4"" X 2-1/2"" Nipple, LLC(25Pk) 11162. MPN 11162. It drops cold water to the bottom of the tank. Sold 25 to a pack."
7715795239015,eaf1004-hnd-mixer-cartr-kit-250-275-fct,Sloan 3335019 EAF1004 Hnd/Mixer Cartr Kit 250/275 FCT,Sloan EAF1004 Handle/Mixer Cartridge Kit 250/275 Faucet. MPN 3335019. A worn handle seal shows up as a valve that dribbles between flushes.
7715791896679,eaf11-adapter-6-75-vdc-plug-in-us,Sloan 0335009 EAF11 Adapter 6.75 VDC Plug-In (US),"Sloan EAF11 Adapter 6.75 VDC plug-in (US). MPN 0335009. Control wiring is ordered to the series, since the plugs are not universal."
7715791929447,eaf13-cp-spray-head-2-2-gpm-lam-male-met,Sloan 0335011 EAF13 CP Spray Head 2.2 GPM LAM Male MET,"Sloan EAF13 CP Spray Head 2.2 GPM LAM male thread, metal. MPN 0335011. The spray head sets the flow a user actually feels at the spout."
7715791962215,eaf19a-sensor-asm-hrdw-w-o-click-eaf200,Sloan 0335017 EAF19A Sensor ASM (HRDW w/o Click)EAF200,"Sloan EAF19A Sensor Assembly for EAF200, hardwired. MPN 0335017. No hand touches the valve, which is why it is specified for heavy traffic."
7715791863911,eaf2-solenoid-valve-cartridge-iq-fct,Sloan 0335001 EAF2 Solenoid Valve Cartridge (IQ FCT),Sloan EAF2 Solenoid Valve Cartridge (IQ Faucet). MPN 0335001. The electronics are the serviceable half; the brass body outlives several modules.
7715791994983,eaf23a-splitter-cable-for-eaf-series-fct,Sloan 0335023 EAF23A Splitter Cable for EAF Series FCT,"Sloan EAF23A Splitter Cable for EAF Series Faucet. MPN 0335023. Low-voltage power for the sensor hardware, kept out of the wet zone."
7715792027751,eaf24a-ext-cable-for-eaf-series-fct-3m,Sloan 0335024 EAF24A Ext.Cable for EAF Series FCT .3M,"Sloan EAF24A Extension Cable for EAF Series Faucet .3M. MPN 0335024. Control wiring is ordered to the series, since the plugs are not universal."
7715795992679,ebv1004a-edf-conv-kit-g2-to-ecos-1-6-1-1,Sloan 3375450 EBV1004A EDF Conv Kit G2 to ECOS 1.6/1.1,"Sloan EBV1004A EDF Conversion Kit G2 to ECOS 1.6/1.1. MPN 3375450. A genuine Sloan part, matched by code so the valve keeps its rating."
7715794780263,ebv1020a-opt-pl-rep-kit-closet,Sloan 3325001 EBV1020A Opt Pl Rep Kit Closet,"Sloan EBV1020A Optima Plus repair kit closet, MPN 3325001. Rebuilds a flushometer that runs on or short-flushes; match it to the flush volume on the valve."
7715794747495,ebv1022a-opt-plus-rep-kit-urinal,Sloan 3325000 EBV1022A Opt Plus Rep Kit Urinal,"Sloan EBV1022A Optima Plus repair kit urinal, MPN 3325000. Rebuilds a flushometer that runs on or short-flushes; match it to the flush volume on the valve."
7715794845799,ebv1051a-sloan-opt-plus-rep-kit-urinal,Sloan 3325151 EBV1051A Opt Plus Rep Kit Urinal,"Sloan EBV1051A Optima Plus repair kit urinal, MPN 3325151. Rebuilds a flushometer that runs on or short-flushes; match it to the flush volume on the valve."
7715794976871,ebv129a-c-g2-electronic-module-closet,Sloan 3325450 EBV129A-C G2 Electronic Module - Closet,"Sloan EBV129A-C G2 Electronic Module - Closet. MPN 3325450. No hand touches the valve, which is why it is specified for heavy traffic."
7715795009639,ebv129a-u-g2-electronic-module-urinal,Sloan 3325451 EBV129A-U G2 Electronic Module - Urinal,Sloan EBV129A-U G2 Electronic Module - Urinal. MPN 3325451. Battery power rides out a power loss and skips a hardwired supply run.
7715793961063,el128a-repair-kit-solenoid-act-cartr,Sloan 3305043 EL128A Repair Kit Solenoid ACT Cartr,Sloan EL128A Repair Kit Solenoid Actuator Cartridge. MPN 3305043. Battery power rides out a power loss and skips a hardwired supply run.
7715792158823,el154-transformer-24-volt-plate-mount,Sloan 0345154PK EL154 Transformer 24 Volt Plate Mount,"Sloan EL154 Transformer 24 Volt Plate Mount. MPN 0345154PK. Low-voltage power for the sensor hardware, kept out of the wet zone."
7715792191591,el248-40-transformer-24-volt-40-va,Sloan 0345370PK EL248-40 Transformer 24 Volt 40 VA,"Sloan EL248-40 Transformer 24 Volt 40 VA. MPN 0345370PK. Control wiring is ordered to the series, since the plugs are not universal."
7715795828839,etf295a-cp-trim-plate-kit-4-in-centerset,Sloan 3365466 ETF295A CP Trim Plate Kit 4 in Centerset,Sloan ETF295A CP Trim Plate Kit 4 in. Centerset. MPN 3365466. The plate hides the deck cutouts left by the faucet it replaces.
7715795861607,etf312a-cp-trim-plate-kit-4-in-cent-1-hl,Sloan 3365468 ETF312A CP Trim Plate Kit 4 in Cent 1 HL,"Sloan ETF312A CP Trim Plate Kit 4 in. Centerset, One Hole. MPN 3365468. The plate hides the deck cutouts left by the faucet it replaces."
7715795664999,etf450a-splash-proof-junction-box,Sloan 3365000 ETF450A Splash Proof Junction Box,"Sloan ETF450A splash proof junction box, MPN 3365000. Supplies the low-voltage side of a sensor flushometer; replace like for like to keep it firing."
7715791143015,f5at-cp-spud-coupling-asm-1-1-2-x-3,Sloan 0306146 F5AT CP Spud Coupling ASM 1-1/2 x 3,Sloan F5AT CP Spud Coupling Assembly 1-1/2 x 3. MPN 0306146. This is the connection between the flushometer and the fixture itself.
7715791110247,f5au-cp-spud-coupling-asm-1-1-4-x-3,Sloan 0306140 F5AU CP Spud Coupling ASM 1 1/4 x 3,"Sloan F5AU CP Spud Coupling Assembly 1 1/4 x 3. MPN 0306140. The spud joint seals with a friction ring, no solvent and no solder."
7715791077479,f5aw-cp-spud-coupling-asm-3-4-x-2-1-2,Sloan 0306125 F5AW CP Spud Coupling ASM 3/4 x 2 1/2,Sloan F5AW CP Spud Coupling Assembly 3/4 x 2 1/2. MPN 0306125. This is the connection between the flushometer and the fixture itself.
7715477848167,fan-replacement-kit-hc-dc-series,IBC Fan Replacement Kit (HC/DC Series),"IBC Fan Replacement Kit (HC/DC Series), MPN IBCT-P-708. Fan assemblies differ between generations, so the rating plate should be checked first."
7715477520487,fan-replacement-kit-sl-10-85g3-14-115g3-sl-20-160g3-sl-30-199g3,IBC FAN REPLACEMENT KIT (SL 10-85G3/ 14-115G3/SL,"IBC Fan Replacement Kit (SL 10-85G3/ 14-115G3/SL 20-160G3/SL 30-199G3), MPN IBCT-P-310. Fan assemblies differ between generations; check the rating plate."
7715483287655,flow-aide-biodegradable-system-descaler-gallon,J.C. Whitlam FLOW1 FLOW-AIDE Biodegradable System Descaler (Gallon),"J.C. Whitlam FLOW-AIDE biodegradable system descaler, gallon. The gallon size is the refill for a descaling pump kit already on the truck. MPN FLOW1."
7715483320423,flow-aide-biodegradable-system-descaler-quart,J.C. Whitlam FLOW32 FLOW-AIDE Biodegradable System Descaler (Quart),"J.C. Whitlam FLOW-AIDE biodegradable system descaler, quart. The quart size is the refill for a descaling pump kit already on the truck. MPN FLOW32."
7715483254887,flow-aide-system-descaler-kit,J.C. Whitlam FLOW-KIT FLOW-AIDE System Descaler Kit,J.C. Whitlam FLOW-KIT FLOW-AIDE system descaler kit. Descaling is done in place: the solution is pumped through the unit and then flushed out. MPN FLOW-KIT.
7715477913703,gas-valve-assembly-kit-hc-dc-series,IBC Gas Valve Assembly Kit (HC/DC Series),"IBC Gas Valve Assembly Kit (HC/DC Series), MPN IBCT-P-719. Gas train parts are model specific, so match the rating plate rather than the series name alone."
7715477618791,gas-valve-replacement-kit-sl-10-85-sl14-115-sl-20-160-sl-30-199-g3,IBC GAS VALVE REPLACEMENT KIT (SL 10-85/SL14-115/SL,"IBC Gas Valve Replacement Kit (SL 10-85/SL14-115/SL 20-160/SL 30-199 G3), MPN IBCT-P-326. Gas train parts are model specific; match the rating plate."
7715476865127,gas-valve-replacement-kit-sl-20-115-g2,IBC Gas Valve Replacement Kit (SL 20-115 G2),"IBC Gas Valve Replacement Kit (SL 20-115 G2), MPN IBCT-P-207. Gas train parts are model specific, so match the rating plate rather than the series name alone."
7715477651559,gas-valve-replacement-kit-sl-26-260g3,IBC Gas Valve Replacement Kit (SL 26-260G3),"IBC Gas Valve Replacement Kit (SL 26-260G3), MPN IBCT-P-329. Gas train parts are model specific, so match the rating plate rather than the series name alone."
7715434037351,grohsafe-3-0-pressure-balance-valve-with-integrated-diverter,Grohe 35117000 GROHSAFE 3.0 PRESSURE BALANCE VALVE,"Grohe 35117000 GROHSAFE 3.0 Pressure Balance Valve with Integrated Diverter. GrohSafe names the rough-in platform, and trims are matched to its generation."
7715794387047,h1009a-cp-stop-cap-kit-3-4-vand-res,Sloan 3308790 H1009A CP Stop Cap Kit (3/4 Vand Res),Sloan H1009A CP Stop Cap Kit (3/4 vandal resistant). MPN 3308790. A vandal-resistant cap puts the flush adjustment out of reach in a public restroom.
7715794223207,h1010a-cp-stop-cap-kit-clam-shell-pkg,Sloan 3308772 H1010A CP Stop Cap Kit (Clam Shell Pkg),Sloan H1010A CP Stop Cap Kit (clamshell pack). MPN 3308772. The control stop sets flush volume and isolates the valve.
7715794288743,h533as-cp-sweat-solder-kit-1-in,Sloan 3308780 H533AS CP Sweat Solder Kit 1 in,"Sloan H533AS sweat solder kit 1 IN, MPN 3308780. Ties the flushometer control stop into a copper supply instead of into threaded pipe on the wall."
7715794354279,h536as-cp-sweat-solder-kit-3-4-in,Sloan 3308786 H536AS CP Sweat Solder Kit 3/4 in,"Sloan H536AS sweat solder kit 3/4 IN, MPN 3308786. Ties the flushometer control stop into a copper supply instead of into threaded pipe on the wall."
7715794321511,h634aa-cp-1-in-sweat-solder-kit,Sloan 3308785 H634AA CP 1 in Sweat Solder Kit,"Sloan H634AA 1 IN sweat solder kit, MPN 3308785. Ties the flushometer control stop into a copper supply instead of into threaded pipe on the wall."
7715794157671,h700a-cp-stop-asm-1-in-adj-w-vr-cap,Sloan 3308386 H700A CP Stop ASM 1 in Adj w/VR Cap,Sloan H700A CP Stop Assembly 1 in. Adjustable with VR Cap. MPN 3308386. A vandal-resistant cap puts the flush adjustment out of reach in a public restroom.
7715794124903,h700a-cp-stop-asm-3-4-in-adj-w-vr-cap,Sloan 3308384 H700A CP Stop ASM 3/4 in Adj w/VR Cap,Sloan H700A CP Stop Assembly 3/4 in. Adjustable with VR Cap. MPN 3308384. Isolating one valve at its stop keeps the rest of the restroom in service.
7715477946471,hc-dc-universal-control-board,IBC HC/DC Universal Control Board,"IBC HC/DC universal control board, MPN IBCT-P-749B. Genuine IBC OEM boiler part; match the series and rating plate on the unit before ordering."
7715476963431,heat-exchanger-service-kit-lp-sl-20-115g2,IBC Heat Exchanger Service Kit-LP (SL 20-115G2),"IBC Heat Exchanger Service Kit-LP (SL 20-115G2), MPN IBCT-P-212. Exchanger service parts differ by fuel and generation; the suffix has to match."
7715476897895,heat-exchanger-service-kit-ng-sl-20-115g2,IBC Heat Exchanger Service Kit-NG (SL 20-115G2),"IBC Heat Exchanger Service Kit-NG (SL 20-115G2), MPN IBCT-P-211. Exchanger service parts differ by fuel and generation; the suffix has to match."
7715477553255,heat-exchanger-service-kit-sl-30-199g3,IBC Heat Exchanger Service Kit (SL 30-199G3),"IBC Heat Exchanger Service Kit (SL 30-199G3), MPN IBCT-P-319. Exchanger service parts differ by fuel and generation; the suffix has to match."
7715477586023,heat-exchanger-service-kit-sl-40-399g3-sl-40-399ti,IBC Heat Exchanger Service Kit (SL 40-399G3/SL 40-399Ti),"IBC Heat Exchanger Service Kit (SL 40-399G3/SL 40-399Ti), MPN IBCT-P-320. Exchanger service parts differ by fuel and generation; the suffix has to match."
7715532111975,heat-shield-9x12-display-pkg,"Mill Rose 71032 Heat Shield, 9x12 Display Pkg","Mill Rose heat shield pad, 9 in. x 12 in., MPN 71032. Goes behind a joint to keep torch heat off studs, drywall and finished surfaces while soldering."
7715715874919,hose-bibb-anchor-pasco,Pasco 5023 Hose Bibb Anchor,"Pasco Hose Bibb Anchor Pasco, MPN 5023. Anchor bracket that supports a hose bibb against the framing so the pipe is not strained when a hose is yanked."
7715791503463,hy108a-1-48-cp-hydraulic-push-button-act,Sloan 0318119 HY108A-1-48 CP Hydraulic Push Button ACT,Sloan HY108A-1-48 CP Hydraulic Push Button Actuator. MPN 0318119. A push-button actuator suits a deck where a lever handle is in the way.
7715791470695,hy33a-1-48-cp-push-button-asm-hyd,Sloan 0318001 HY33A-1-48 CP Push Button ASM HYD,"Sloan HY33A-1-48 push button assembly hydraulic, MPN 0318001. Restores manual operation where the handle has gone sloppy; chrome-plated to match the valve."
7715478143079,ignition-cable-fenwal-sl-g1-g2,"IBC Ignition Cable, Fenwal SL G1/G2","IBC ignition cable, Fenwal SL G1/G2, MPN IBCT-P-9030. Genuine IBC OEM boiler part for the series named; check the boiler rating plate before ordering."
7715476602983,ignitor-gskt-double-prong-5-pk,IBC Ignitor GSKT - Double Prong (5 Pk),"IBC Ignitor GSKT - Double Prong (5 Pk), MPN IBCT-P-117. Sold as a five pack, so a spare gasket is on hand each time the ignitor is pulled."
7715481780327,insinkerator-insinkerator-flange-stopper-kitchen-sink,InSinkErator 74278D - (Flange & Stopper) - Kitchen Sink,InSinkErator sink flange and stopper. The stopper drops into the flange to hold water in the bowl before the disposer is switched on. MPN 74278D.
7715481157735,insinkerator-involve-hot-cold-water-dispensers,"InSinkErator - Involve®, Hot & Cold Water Dispensers - 44715","InSinkErator Involve® hot and cold water dispenser. Spout finish is matched to the kitchen faucet, since the two sit on the same deck. MPN 44715."
7715481190503,insinkerator-involve-hot-cold-water-dispensers-ised-hc-wavesn-ss,"InSinkErator - Involve®, Hot & Cold Water Dispensers - 44715A","InSinkErator Involve® hot and cold water dispenser. The tank holds a small reserve, so the draw suits a cup at a time rather than filling a pot. MPN 44715A."
7715480862823,insinkerator-involve-hot-cold-water-dispensers-view,"InSinkErator 44716 - Involve™, Hot & Cold Water Dispensers - View","InSinkErator Involve™ hot and cold water dispenser. Spout finish is matched to the kitchen faucet, since the two sit on the same deck. MPN 44716."
7715532144743,insurance-pad-9x12-display-pk,"Mill Rose 71038 Insurance Pad, 9x12 Display Pk","Mill Rose Insurance Pad, 9 in. x 12 in., MPN 71038. Protective soldering pad placed behind the joint to keep torch flame off the surface."
7715791405159,j212a-cp-tube-support-1-1-2-id-6-c-e-yk,Sloan 0310087 J212A CP Tube Support 1 1/2 ID 6 C/E YK,Sloan J212A CP Tube Support 1 1/2 ID 6 C/E YK. MPN 0310087. The support keeps an exposed supply tube from flexing where it leaves the wall.
7715478274151,low-water-cutoff-probe-35mm-sl-g1-g2-g3,"IBC Low Water Cutoff Probe, 35mm SL G1/G2/G3","IBC Low Water Cutoff Probe, 35mm SL G1/G2/G3, MPN IBCT-P-9061. The probe senses water in the vessel and lets the control stop the burner when it is low."
7715533619303,milwaukee-headlamp,Milwaukee Tools 2103 Headlamp,"Milwaukee Headlamp, MPN 2103. Puts light on the fitting in a crawlspace, a sink base or a mechanical room where the overhead never reaches."
7715533652071,milwaukee-penlight,Milwaukee Tools Penlight,"Milwaukee Penlight, MPN 2105. Puts light on the fitting in a crawlspace, a sink base or a mechanical room where the overhead never reaches."
